,id,year,input_x,id2,year2,input_y,relationship,relationship_v2,penjelasan
1116,2010-B5P18-1,2010,<blok> Aktivitas mencari kerja atau menyiapkan bisnis </blok><pertanyaan> Mengapa (NAMA) melakukan pencarian kerja atau mempersiapkan bisnis? </pertanyaan><jawaban> Lulus atau belum lulus sekolah </jawaban>,2015-B5_R19-1,2015,<blok> Upaya mencari pekerjaan atau memulai usaha </blok><pertanyaan> Apa motivasi utama (NAMA) untuk mencari pekerjaan atau mempersiapkan usaha? </pertanyaan><jawaban> Menyelesaikan pendidikan atau tidak lagi bersekolah </jawaban>,equivalent,equivalen,"Kedua format menyatakan aktivitas pencarian kerja/menyiapkan usaha dan alasan utamanya adalah menyelesaikan pendidikan atau tidak lagi bersekolah, sehingga makna semantik sama."
1933,2015-B5_R14T-95,2015,<blok> Tugas Utama </blok><pertanyaan> Berapa lama (NAMA) telah bekerja di posisi sekarang? (tahun) </pertanyaan><jawaban> 95 tahun </jawaban>,2017-b5_r25a-2,2017,<blok> Pekerjaan utama </blok><pertanyaan> Berapa lama (NAMA) sudah bekerja di pekerjaan utama? </pertanyaan><jawaban> Lebih dari satu tahun </jawaban>,lebih khusus dari,lebih detail,"Karena kategori “Lebih dari 1 tahun” mencakup semua durasi di atas satu tahun, sedangkan “95 tahun” menyatakan nilai spesifik; sehingga <blok> Pekerjaan utama </blok><pertanyaan> Sudah berapa lama (NAMA) bekerja di pekerjaan sekarang? (tahun) </pertanyaan><jawaban> 95 tahun </jawaban> lebih detail daripada <blok> Pekerjaan utama </blok><pertanyaan> Sudah berapa lama (NAMA) bekerja di pekerjaan utama? </pertanyaan><jawaban> Lebih dari 1 tahun </jawaban>."
3109,2017-b5_r1a-14,2017,<blok> Ciri khas umum </blok><pertanyaan> Apa gelar/STTB tertinggi yang Anda miliki (NAMA) ? </pertanyaan><jawaban> S1/Diploma IV </jawaban>,2020-r20a-1,2020,"<blok>  </blok><pertanyaan> Selama tujuh hari terakhir, apakah Anda bekerja di lebih dari satu tempat? </pertanyaan><jawaban> Iya </jawaban>",tidak ada hubungan,tidak ada hubungan,"Kedua pertanyaan membahas topik berbeda—satu menanyakan gelar/STTB, satu menanyakan status pekerjaan—maka tidak ada hubungan semantik karena kategori yang ditanyakan tidak saling terkait."
1225,2010-B1P05- 2,2010,<blok> Pengenalan lokasi </blok><pertanyaan> Pengklasifikasian desa/kelurahan </pertanyaan><jawaban> Desa </jawaban>,2020-klasifikas-2,2020,<blok>  </blok><pertanyaan> Pengelompokan Desa/ Kota  </pertanyaan><jawaban>  Pedesaan </jawaban>,equivalent,equivalen,"Karena istilah “desa/kelurahan” dan “pedesaan/perdesaan” merujuk pada entitas geografis tingkat bawah dalam sistem administratif Indonesia, sehingga konteks klasifikasi lokasi tetap sama meskipun padanan kata berbeda."
3953,2012-B5P16B- 35,2012,<blok> Tugas utama </blok><pertanyaan> Berapa lama waktu yang diperlukan (NAMA) untuk mencari pekerjaan atau mempersiapkan usaha? </pertanyaan><jawaban> 2 tahun 11 bulan </jawaban>,2015-B5_R21A-10,2015,"<blok> Aktivitas mencari pekerjaan atau menyiapkan usaha </blok>
<pertanyaan> Berapa tahun (NAMA) melakukan pencarian pekerjaan/mempersiapkan usaha baru? (Tahun) </pertanyaan>
<jawaban> 10 tahun </jawaban>",tidak ada hubungan,tidak ada hubungan,"**Pair 1**  
- “Tugas utama” + durasi pencarian pekerjaan/mempersiapkan usaha mengacu pada peran utama seseorang.  
- “Aktivitas mencari pekerjaan atau menyiapkan usaha” menanyakan periode kegiatan terpisah.  
- Karena satu membahas tugas utama dan yang lain membahas kegiatan terpisah, tidak ada hubungan semantik.  

**Pair 2**  
- “Pekerjaan utama” merujuk pada masa kerja utama.  
- “Kegiatan mencari pekerjaan/mempersiapkan usaha” adalah aktivitas berbeda yang tidak terkait.  
- Oleh karena itu kedua kategori tidak berkaitan secara semantik."
1295,2015-B4_K6-4,2015,<blok> Informasi mengenai anggota keluarga </blok><pertanyaan> Kondisi pernikahan (kode) </pertanyaan><jawaban>  Cerai karena kematian </jawaban>,2020-r4-4,2020,<blok>  </blok><pertanyaan> Bagaimana status pernikahan Anda? </pertanyaan><jawaban>  Sudah bercerai karena kematian </jawaban>,equivalent,equivalen,"Kedua pasangan teks menyampaikan makna yang sama:  
1. “Kondisi pernikahan (kode) → Cerai karena kematian” dan  
   “Bagaimana status pernikahan Anda? → Sudah bercerai karena kematian”  
   sama-sama menyatakan status perceraian akibat kematian.  
2. “Status perkawinan (kode) → Cerai mati” dan  
   “Apakah status perkawinan Anda? → Cerai Mati”  
   menyatakan status perceraian karena kematian.  

Di kedua kasus, unsur “<blok>” kosong tidak menambahkan makna, sehingga pertanyaan dan jawaban memiliki arti semantik yang identik."
545,2012-B5P8B- 82,2012,<blok> Aktivitas minggu lalu </blok><pertanyaan> Berapa total jam kerja tiap hari dalam semua pekerjaan selama seminggu terakhir? </pertanyaan><jawaban> 82 jam </jawaban>,2015-B5_R8B-82,2015,<blok> Aktivitas minggu lalu </blok><pertanyaan> Berapa total jam kerja tiap hari dalam semua pekerjaan selama seminggu terakhir? </pertanyaan><jawaban> 82 jam </jawaban>,equivalent,equivalen,"Kedua pasangan kalimat tersebut menyatakan hal yang sama, yakni total jam kerja per hari selama seminggu terakhir, sehingga mereka semantik setara."
1765,2012-B5P14THN- 32,2012,<blok> Pekerjaan utama </blok><pertanyaan> Berapa lama (NAMA) sudah bekerja di jabatan sekarang? (tahun) </pertanyaan><jawaban> 32 tahun </jawaban>,2017-b5_r25a-2,2017,<blok> Pekerjaan utama </blok><pertanyaan> Berapa lama (NAMA) sudah bekerja di pekerjaan utama? </pertanyaan><jawaban> Lebih dari satu tahun </jawaban>,lebih khusus dari,lebih detail,Karena “32 tahun” adalah nilai numerik spesifik yang secara otomatis menunjukkan bahwa durasi tersebut melebihi 1 tahun; sebaliknya “Lebih dari 1 tahun” hanya menyatakan kategori umum tanpa rincian.
7,2010-HUB- 6,2010,<blok> Informasi anggota keluarga </blok><pertanyaan> Hubungan dengan kepala keluarga (kode) </pertanyaan><jawaban> ORANG TUA/MERTUA  </jawaban>,2012-HUB- 6,2012,<blok> Informasi anggota keluarga </blok><pertanyaan> Tingkat hubungan dengan kepala keluarga (kode) </pertanyaan><jawaban> Orang tua / mertua  </jawaban>,equivalent,equivalen,"Kedua struktur menyatakan hubungan generasi dengan kepala keluarga; istilah “Hubungan” dan “Tingkat hubungan” merujuk pada konsep yang sama, dan jawaban “ORANG TUA/MERTUA” (atau “Orang tua / mertua”) mengidentifikasi kategori hubungan yang sama. Sehingga secara semantik kedua pernyataan tersebut identik."
1961,2012-B5P1A- 2,2012,<blok> Pendidikan </blok><pertanyaan> Apa tingkat pendidikan tertinggi yang sudah Anda selesaikan (NAMA)? </pertanyaan><jawaban> Belum menyelesaikan SD / tidak tamat SD </jawaban>,2020-r6a-1,2020,<blok>  </blok><pertanyaan> Apakah tingkat pendidikan paling tinggi yang sudah Anda lulus? </pertanyaan><jawaban> Belum tamat SD </jawaban>,lebih khusus dari,lebih detail,"Penggunaan blok “Pendidikan” dan kalimat “tertinggi yang sudah Anda selesaikan (NAMA)” menegaskan konteks, target level, dan format jawaban (NAMA), sehingga lebih detail dibandingkan hanya menyebut “Belum tamat SD”."
1710,2020-r6a-3,2020,"<blok>  </blok><pertanyaan> Berapa tingkat pendidikan tertinggi yang telah Anda selesaikan? </pertanyaan><jawaban>  SMP, MTs, SMPLB, atau Paket B </jawaban>",2010-B5P1A- 4,2010,<blok> Ilmu </blok><pertanyaan> Sebutkan tingkat pendidikan tertinggi yang telah Anda selesaikan (NAMA) ? </pertanyaan><jawaban> SMP/TSANAWIYAH  </jawaban>,lebih umum dari,lebih agregat,"Jawaban yang berisi “SMP, MTs, SMPLB, atau Paket B” mencakup semua jenis SMP (termasuk SMP/TSANAWIYAH) dan setara, sehingga lebih agregat daripada hanya menyebut “SMP/TSANAWIYAH”."
4027,2012-B5P2B- 3,2012,"<blok> Kegiatan selama satu minggu terakhir </blok><pertanyaan> Dalam periode satu minggu terakhir: Dari kegiatan 1 hingga 4 yang menandai “Ya”, kegiatan mana yang memerlukan waktu paling banyak? </pertanyaan><jawaban> Menata Rumah Tangga </jawaban>",2012-B5P15D- 4,2012,<blok> Tugas utama </blok><pertanyaan> Berapa waktu tempuh dari rumah ke kantor? </pertanyaan><jawaban>  >120 menit </jawaban>,tidak ada hubungan,tidak ada hubungan,"Kegiatan seminggu dan tugas utama membahas kategori berbeda; satu berfokus pada aktivitas harian sementara yang lain pada pekerjaan utama, sehingga tidak ada hubungan semantik."
3663,2017-b5_r1e-1,2017,"<blok>  </blok><pertanyaan> Apakah Anda sedang mengikuti pelatihan, kursus, atau training saat ini (bukan harus bersertifikat)? </pertanyaan><jawaban>  Ya </jawaban>",2017-b4_k3-6,2017,<blok> Rincian anggota keluarga rumah tangga </blok><pertanyaan> Hubungan dengan Ketua Rumah Tangga (silakan tulis kode) </pertanyaan><jawaban> Orang tua/mertua </jawaban>,tidak ada hubungan,tidak ada hubungan,"Karena satu kategori (pelatihan, kursus, training) berkaitan dengan kegiatan belajar/pendidikan, sedangkan kategori lain (hubungan dengan Ketua Rumah Tangga) berkaitan dengan struktur hubungan keluarga; keduanya menanyakan hal yang berbeda dan tidak saling mempengaruhi."
62,2010-B5P18-1,2010,<blok> Aktivitas mencari kerja atau menyiapkan bisnis </blok><pertanyaan> Mengapa (NAMA) melakukan pencarian kerja atau mempersiapkan bisnis? </pertanyaan><jawaban> Lulus atau belum lulus sekolah </jawaban>,2012-B5P19-1,2012,<blok>Aktivitas mencari pekerjaan atau menyiapkan usaha</blok><pertanyaan>Apakah alasan utama (NAMA) untuk mencari pekerjaan atau mempersiapkan usaha?</pertanyaan><jawaban>Lulus sekolah atau tidak lagi bersekolah</jawaban>,equivalent,equivalen,Kedua pernyataan menyatakan alasan pencarian kerja/menyiapkan bisnis karena status pendidikan (lulus/tidak lagi bersekolah).
2163,2015-B5_R27-1,2015,<blok> Riwayat kerja </blok><pertanyaan> Apa posisi atau status (NAMA) sebelum Anda berhenti bekerja atau pindah pekerjaan terakhir? </pertanyaan><jawaban> Mengelola usaha sendiri </jawaban>,2015-B5_R15D-3,2015,<blok> Pekerjaan utama </blok><pertanyaan> Berapa waktu tempuh dari rumah ke kantor? </pertanyaan><jawaban> 61 sampai 120 menit </jawaban>,tidak ada hubungan,tidak ada hubungan,"Karena satu menanyakan status karier/posisi sebelumnya, sedangkan yang lain menanyakan waktu perjalanan ke tempat kerja; satu berkaitan dengan riwayat pekerjaan, yang lain berkaitan dengan logistik/transportasi, sehingga tidak saling terkait."
2361,2015-B5_R14T-62,2015,<blok> Pekerjaan pokok </blok><pertanyaan> Berapa lama (NAMA) telah bekerja di posisi ini? (tahun) </pertanyaan><jawaban> 62 tahun </jawaban>,2015-B5_R15C-4,2015,<blok> Tugas utama </blok><pertanyaan> Berapa jarak tempuh antara rumah dan tempat kerja? </pertanyaan><jawaban> TT </jawaban>,tidak ada hubungan,tidak ada hubungan,"Karena lama bekerja dan jarak tempuh adalah dua variabel yang berbeda: satu mengukur waktu pengalaman, satu lagi mengukur rute fisik—keduanya tidak saling mempengaruhi satu sama lain."
29,2010-B5P2A1-1,2010,<blok> Aktivitas minggu lalu </blok><pertanyaan> Apakah (NAMA) bekerja selama seminggu terakhir? </pertanyaan><jawaban> IYA </jawaban>,2012-B5P2A1-1,2012,<blok> Aktivitas seminggu terakhir </blok><pertanyaan> Dalam seminggu terakhir: Apakah (NAMA) bekerja? </pertanyaan><jawaban> Ya </jawaban>,equivalent,equivalen,Karena kedua kalimat tersebut merujuk pada periode waktu yang sama (minggu terakhir) dan menyatakan pertanyaan yang sama tentang status kerja (NAMA) sehingga makna semantik yang disampaikan identik.
1920,2015-B5_R14T-82,2015,<blok> Pekerjaan utama </blok><pertanyaan> Berapa tahun (NAMA) telah bekerja di posisi ini? (tahun) </pertanyaan><jawaban> 82 tahun </jawaban>,2017-b5_r25a-2,2017,<blok> Pekerjaan utama </blok><pertanyaan> Berapa lama (NAMA) sudah bekerja di pekerjaan utama? </pertanyaan><jawaban> Lebih dari satu tahun </jawaban>,lebih khusus dari,lebih detail,"Karena “82 tahun” merupakan nilai konkret dalam kategori “Lebih dari 1 tahun”, sehingga memberikan detail kronologis yang lebih spesifik dibandingkan hanya menyatakan “Lebih dari 1 tahun”."
985,2017-b5_r4e-2,2017,<blok>  </blok><pertanyaan> Apakah Anda mengalami kesulitan atau gangguan dalam berbicara atau memahami/berkomunikasi dengan orang lain? </pertanyaan><jawaban>  Sedikit/Sedang </jawaban>,2020-r8e-2,2020,<blok>  </blok><pertanyaan> Apakah Anda mengalami kesulitan atau gangguan dalam berbicara atau memahami/berkomunikasi dengan orang lain? </pertanyaan><jawaban>  Sedikit/Sedang </jawaban>,equivalent,equivalen,"Karena kedua pernyataan tersebut mengandung pertanyaan yang sama tentang kesulitan atau gangguan dalam berbicara atau memahami/berkomunikasi dengan orang lain, serta jawabannya yang sama (Sedikit/Sedang), maka makna dan konteks yang ingin ditanyakan maupun dijawab identik. Thus, secara semantik keduanya setara."
2007,2017-b5_r1a-3,2017,<blok> Ciri-ciri umum </blok><pertanyaan> Apa ijazah atau STTB tertinggi yang dimiliki (NAMA) ? </pertanyaan><jawaban>  SDLB </jawaban>,2012-B5P1A- 3,2012,<blok> Pendidikan </blok><pertanyaan> Bagaimana nama pendidikan tertinggi yang telah Anda selesaikan? </pertanyaan><jawaban> Sekolah Dasar/Ibtidaiyah </jawaban>,lebih khusus dari,lebih detail,"Karena SDLB merupakan subkategori spesifik dari SD/Ibtidaiyah, sehingga jawaban “SDLB” memberikan detail lebih spesifik dibandingkan jawaban “SD/Ibtidaiyah” yang hanya menyebutkan level umum."
214,2010-HUB- 7,2010,<blok> Informasi anggota keluarga </blok><pertanyaan> Relasi dengan kepala keluarga (kode) </pertanyaan><jawaban> KELUARGA LAIN </jawaban>,2017-b4_k3-7,2017,<blok> Daftar anggota keluarga </blok><pertanyaan> Hubungan terhadap Kepala Rumah Tangga (sebutkan kode) </pertanyaan><jawaban>  Keluarga lain </jawaban>,equivalent,equivalen,"Kedua bentuk mengungkapkan informasi anggota keluarga dan hubungan mereka dengan kepala rumah tangga menggunakan kode; “keluarga lain” dan “familia lain” memiliki arti yang sama, yaitu bukan anggota inti. Karena makna inti dan struktur informasi identik, keduanya bersifat semantik setara."
1276,2010-B5P26-1,2010,<blok> Riwayat pekerjaan </blok><pertanyaan> Sebab utama (NAMA) meninggalkan atau berpindah kerja setelah 31 Agustus 2009: </pertanyaan><jawaban> Pemutusan hubungan kerja </jawaban>,2020-r30a-1,2020,<blok> Riwayat kerja </blok><pertanyaan> Apa alasan utama Anda meninggalkan pekerjaan? </pertanyaan><jawaban> PHK </jawaban>,equivalent,equivalen,"Kedua kalimat tersebut bertujuan menanyakan alasan pemutusan hubungan kerja setelah 31 Agustus 2009, dan jawaban “PHK” identik dengan “Pemutusan hubungan kerja”; sehingga keduanya memiliki arti semantik yang sama."
408,2012-HUB- 7,2012,<blok> Informasi anggota keluarga </blok><pertanyaan> Kaitannya dengan kepala keluarga (kode) </pertanyaan><jawaban> Keluarga Lain  </jawaban>,2015-B4_K3-7,2015,<blok> Informasi tentang anggota keluarga </blok><pertanyaan> Keterkaitan dengan kepala rumah tangga (kode) </pertanyaan><jawaban> Keluarga Lain </jawaban>,equivalent,equivalen,"Semua contoh merujuk pada konsep yang sama: data anggota keluarga, hubungan dengan kepala keluarga (kode), dan hasil yang sama “Keluarga Lain”."
1583,2017-b5_r25a-2,2017,<blok> Pekerjaan utama </blok><pertanyaan> Berapa lama (NAMA) sudah bekerja di pekerjaan utama? </pertanyaan><jawaban> Lebih dari satu tahun </jawaban>,2015-B5_R14T-11,2015,<blok> Pekerjaan inti </blok><pertanyaan> Berapa lama (NAMA) sudah bekerja di pekerjaan saat ini? (tahun) </pertanyaan><jawaban> 11 tahun </jawaban>,lebih umum dari,lebih agregat,"Karena kategori ""Lebih dari 1 tahun"" mencakup semua durasi di atas satu tahun, termasuk ""11 tahun"", sehingga lebih agregat."
4099,2015-B5_R14T-22,2015,<blok> Pekerjaan pokok </blok><pertanyaan> Berapa lama (NAMA) telah bekerja di pekerjaan ini? (tahun) </pertanyaan><jawaban> 22 tahun </jawaban>,2017-b5_r18-3,2017,"<blok> Kegiatan mencari pekerjaan atau mempersiapkan usaha </blok>
<pertanyaan> Apa alasan utama (NAMA) mencari pekerjaan atau mempersiapkan usaha? </pertanyaan>
<jawaban> Meningkatkan pendapatan </jawaban>",tidak ada hubungan,tidak ada hubungan,"Kegiatan mencari pekerjaan/mempersiapkan usaha mengacu pada pencarian atau persiapan kerja baru, sedangkan pekerjaan pokok mengacu pada pekerjaan yang sudah ada; sehingga dua kategori tersebut berbeda konteks dan tidak saling terkait."
3665,2017-b4_k3-4,2017,<blok> Daftar anggota keluarga </blok><pertanyaan> Keterkaitan dengan Kepala Rumah Tangga (isi kode) </pertanyaan><jawaban> Anak pernikahan </jawaban>,2015-B5_R2A3-2,2015,"<blok> Aktivitas satu minggu terakhir </blok><pertanyaan> Selama satu minggu terakhir, apakah (NAMA) mengurus pekerjaan rumah tangga? </pertanyaan><jawaban> Tidak </jawaban>",tidak ada hubungan,tidak ada hubungan,"Kedua blok memuat kategori berbeda: satu menjelaskan hubungan keluarga (mis. anak pernikahan, menantu) dan satu menjelaskan aktivitas harian (mis. mengurus rumah tangga). Hubungan keluarga tidak mempengaruhi status pengurusan rumah tangga secara langsung, sehingga tidak ada hubungan semantik antara keduanya."
1951,2017-b5_r20a-6,2017,"<blok> Aktivitas mencari pekerjaan atau mempersiapkan usaha </blok>
<pertanyaan> Apa penyebab utama (NAMA) tidak mencari pekerjaan atau tidak menyiapkan usaha dalam satu minggu/sebulan terakhir? </pertanyaan>
<jawaban> Menangani urusan rumah tangga </jawaban>",2020-r25a-5,2020,"<blok> Kegiatan mencari pekerjaan atau menyiapkan usaha </blok><pertanyaan> Selama satu minggu terakhir, apa alasan utama Anda tidak mencari pekerjaan maupun menyiapkan usaha? </pertanyaan><jawaban> Aktivitas lain (menangani urusan rumah tangga atau sekolah) </jawaban>",lebih khusus dari,lebih detail,"Blok pertama menyebutkan secara eksplisit “Mengurus rumah tangga”, sehingga langsung mengidentifikasi kategori tersebut; blok kedua hanya menyebutkan “Kegiatan lain (mengurus rumah tangga/sekolah)”, yang mencakup namun tidak menekankan “Mengurus rumah tangga”."
3124,2017-b5_r19f-4,2017,"<blok> Aktivitas mencari kerja/mengatur usaha </blok><pertanyaan> Apakah Anda telah mengumpulkan modal, mencari lokasi, atau mengurus surat izin usaha dalam tujuh hari terakhir? </pertanyaan><jawaban> Tidak </jawaban>",2015-B5_R14T-30,2015,<blok> Pekerjaan pokok </blok><pertanyaan> Berapa tahun (NAMA) telah bekerja di posisi saat ini? (tahun) </pertanyaan><jawaban> 30 tahun </jawaban>,tidak ada hubungan,tidak ada hubungan,"Kategori “Aktivitas mencari kerja/mengatur usaha” mengukur upaya pencarian pekerjaan atau memulai usaha, sedangkan kategori “Pekerjaan pokok” mengukur lamanya karyawan di posisi saat ini; keduanya mengukur variabel yang berbeda sehingga tidak memiliki hubungan semantik."
1338,2015-B5_R23-1,2015,<blok> Riwayat Pekerjaan </blok><pertanyaan> Apakah (NAMA) pernah memiliki pekerjaan atau usaha sebelumnya? </pertanyaan><jawaban> Ya </jawaban>,2020-r28-1,2020,<blok>Riwayat Pekerjaan</blok><pertanyaan>Apakah Anda pernah memiliki pekerjaan atau usaha sebelumnya?</pertanyaan><jawaban>Iya</jawaban>,equivalent,equivalen,"Keduanya mengandung elemen <blok>, <pertanyaan>, dan <jawaban> yang sama, hanya berbeda penulisan huruf kapital, spasi, dan penggunaan kata “NAMA” vs “Anda”. Karena makna inti (menanyakan pengalaman kerja sebelumnya dan jawaban “Ya”) identik, struktur semantik dari kedua blok tersebut dianggap ekuivalen."
1753,2012-B5P14THN- 20,2012,<blok> Pekerjaan pokok </blok><pertanyaan> Berapa lama (NAMA) telah bekerja di posisi ini? (tahun) </pertanyaan><jawaban> 20 tahun  </jawaban>,2017-b5_r25a-2,2017,<blok> Pekerjaan utama </blok><pertanyaan> Berapa lama (NAMA) sudah bekerja di pekerjaan utama? </pertanyaan><jawaban> Lebih dari satu tahun </jawaban>,lebih khusus dari,lebih detail,"Jawaban “20 tahun” jelas menyebutkan durasi numerik, posisi yang dipegang, satuan tahun, sehingga lebih detail daripada “Lebih dari satu tahun” yang bersifat umum."
945,2017-klasifikas-2,2017,<blok>  </blok><pertanyaan> Pengelompokan Desa/ Kota  </pertanyaan><jawaban>  Pedesaan </jawaban>,2020-klasifikas-2,2020,<blok>  </blok><pertanyaan> Pengelompokan Desa/ Kota  </pertanyaan><jawaban>  Pedesaan </jawaban>,equivalent,equivalen,"Karena kedua string menyampaikan klasifikasi wilayah sebagai pedesaan (atau desa/kelurahan), perbedaan label “blok”, huruf kapital, dan spasi tidak mengubah arti semantik inti."
3990,2012-B5P21A- 82,2012,"<blok> Aktivitas mencari kerja/mengembangkan usaha </blok>
<pertanyaan> Berapa lama (NAMA) mengupayakan pekerjaan/mempersiapkan usaha baru? (Tahun) </pertanyaan>
<jawaban>  82 tahun </jawaban>",2017-b5_r18-8,2017,<blok> Kegiatan mencari pekerjaan atau mempersiapkan usaha </blok><pertanyaan> Apa alasan utama (NAMA) melakukan pencarian pekerjaan atau persiapan usaha? </pertanyaan><jawaban> Lainnya </jawaban>,tidak ada hubungan,tidak ada hubungan,"Durasi pencarian dan alasan motivasi merupakan dua dimensi yang berbeda: satu mengukur **berapa lama** (variabel kuantitatif waktu) dan satu mengukur **mengapa** (variabel kualitatif sebab). Karena itu, tidak ada hubungan semantik antara pertanyaan tentang lamanya kegiatan dengan pertanyaan tentang alasan utamanya."
2802,2010-B5P19_1-2,2010,"<blok> Aktivitas mencari pekerjaan atau mempersiapkan usaha </blok>
<pertanyaan> Langkah-langkah apa yang pernah dilakukan (NAMA) dalam mencari pekerjaan atau menyiapkan usaha? (Mengajukan pendaftaran di pasar kerja) </pertanyaan>
<jawaban> Tidak </jawaban>",2015-B5_R16B-77,2015,<blok> Pekerjaan utama </blok><pertanyaan> Berapa lama (NAMA) mencari pekerjaan/mempersiapkan usaha?  </pertanyaan><jawaban>  77 bulan </jawaban>,tidak ada hubungan,tidak ada hubungan,"Semantik “Kegiatan mencari pekerjaan/mempersiapkan usaha” berfokus pada tindakan konkret (apakah pernah melakukan, tidak) sementara “Pekerjaan utama” menyatakan durasi (jumlah bulan). Satu mencatat tindakan (ya/tidak) dan satu mencatat waktu (angka), sehingga tidak saling berkaitan secara semantik."
1894,2015-B5_R14T-56,2015,<blok> Pekerjaan Utama </blok><pertanyaan> Berapa lama (NAMA) sudah bekerja di posisi ini? (tahun) </pertanyaan><jawaban> 56 tahun </jawaban>,2017-b5_r25a-2,2017,<blok> Pekerjaan utama </blok><pertanyaan> Berapa lama (NAMA) sudah bekerja di pekerjaan utama? </pertanyaan><jawaban> Lebih dari satu tahun </jawaban>,lebih khusus dari,lebih detail,"Kategori “Lebih dari 1 tahun” mencakup “56 tahun”, sehingga jawaban 56 tahun lebih spesifik."
622,2012-B5P14THN- 60,2012,<blok> Tugas utama </blok><pertanyaan> Berapa lama (NAMA) telah bekerja di posisi sekarang? (tahun) </pertanyaan><jawaban> 60 tahun </jawaban>,2015-B5_R14T-60,2015,<blok> Pekerjaan utama </blok><pertanyaan> Sudah berapa lama (NAMA) telah bekerja di pekerjaan ini? (tahun) </pertanyaan><jawaban> 60 tahun </jawaban>,equivalent,equivalen,"Semantik sama karena kedua kalimatnya menyatakan durasi kerja seseorang dalam satu posisi; istilah “Tugas utama”/“Pekerjaan utama”, “posisi sekarang”/“pekerjaan ini”, dan “Sudah berapa lama”/“Sudah berapa lama” semuanya mengacu pada waktu kerja yang sama, sehingga maknanya identik."
3857,2015-B5_R203-2,2015,<blok> Aktivitas mencari pekerjaan atau mempersiapkan usaha </blok><pertanyaan> Langkah-langkah apa saja yang telah dilakukan (NAMA) saat mencari pekerjaan atau mempersiapkan usaha? (Melamar melalui iklan) </pertanyaan><jawaban> Tidak </jawaban>,2015-B5_R14T-65,2015,<blok> Pekerjaan utama </blok><pertanyaan> Sudah berapa lama (NAMA) bekerja di posisi ini? (tahun) </pertanyaan><jawaban>  65 tahun </jawaban>,tidak ada hubungan,tidak ada hubungan,"Tidak ada hubungan karena satu blok menanyakan aktivitas mencari pekerjaan/mempersiapkan usaha (langkah-langkah di masa lalu), sedangkan blok lainnya menanyakan lamanya masa kerja di posisi saat ini (status kerja sekarang). Keduanya memuat topik berbeda sehingga tidak saling terkait semantik."
3173,2012-B5P16B- 94,2012,<blok> Pekerjaan utama </blok><pertanyaan>Berapa lama (NAMA) mencari pekerjaan atau menyiapkan usaha?</pertanyaan><jawaban> 94 bulan </jawaban>,2017-b5_r48-6,2017,<blok> Riwayat Kerja </blok><pertanyaan> Apa penyebab utama (NAMA) menghentikan pekerjaan atau usaha utama dalam setahun terakhir? </pertanyaan><jawaban>  6 Tidak selaras dengan keahlian/keterampilan yang dimiliki </jawaban>,tidak ada hubungan,tidak ada hubungan,"Blok “Pekerjaan utama” menanyakan durasi pencarian kerja atau persiapan usaha, sedangkan blok “Riwayat Kerja” menanyakan alasan berhenti dari pekerjaan utama. Satu mengukur waktu, satu mengukur motivasi; keduanya tidak mempengaruhi satu sama lain."
1504,2017-b5_r25a-2,2017,<blok> Pekerjaan utama </blok><pertanyaan> Berapa lama (NAMA) sudah bekerja di pekerjaan utama? </pertanyaan><jawaban> Lebih dari satu tahun </jawaban>,2012-B5P14THN- 37,2012,<blok> Pekerjaan inti </blok><pertanyaan> Berapa lama (NAMA) telah bekerja di posisi ini? (tahun) </pertanyaan><jawaban> 37 tahun </jawaban>,lebih umum dari,lebih agregat,"Karena “Lebih dari satu tahun” menyatakan kategori umum yang mencakup semua nilai spesifik yang lebih besar daripada satu tahun, termasuk 37 tahun; sehingga kategori umum secara semantik lebih agregat daripada nilai numerik spesifik."
3009,2012-B5P14THN- 37,2012,<blok> Pekerjaan inti </blok><pertanyaan> Berapa lama (NAMA) telah bekerja di posisi ini? (tahun) </pertanyaan><jawaban> 37 tahun </jawaban>,2015-B5_R2B-2,2015,"<blok> Aktivitas satu minggu terakhir </blok><pertanyaan> Pada minggu sebelumnya, di antara kegiatan 1 sampai 4 yang menjawab “Ya”, kegiatan mana yang menghabiskan waktu paling lama? </pertanyaan><jawaban> Sekolah </jawaban>",tidak ada hubungan,tidak ada hubungan,"Keterangan lama bekerja mengacu pada durasi posisi, sedangkan pertanyaan aktivitas minggu lalu berhubungan dengan kegiatan harian; kedua kategori berada di bidang yang berbeda sehingga tidak saling memengaruhi secara semantik."
2771,2010-B5P14D- 4,2010,<blok> Pekerjaan utama </blok><pertanyaan> Berapa lama perjalanan dari rumah menuju kantor?  </pertanyaan><jawaban> >120 menit </jawaban>,2017-b5_r46-2,2017,<blok> Pengalaman kerja </blok><pertanyaan> Apakah Anda pernah memiliki pekerjaan atau usaha sebelumnya? </pertanyaan><jawaban> Tidak </jawaban>,tidak ada hubungan,tidak ada hubungan,"Kedua kategori tidak saling berkaitan secara semantik; satu mengukur jarak/kecepatan perjalanan ke tempat kerja saat ini, sementara yang lain mengkaji riwayat pekerjaan atau usaha sebelumnya."
